,WorkerId,object1,object2,similarity
133,A1LW9X1B88MB1C,Flowerpot,Cup,Medium High
134,A3FIQ72HYZBNWC,Flowerpot,Cup,Medium Low
135,A1V5ETMSSAICW1,Pot,Jar,High
136,A3UEM5PCYERMXX,Pot,Jar,High
137,A19Q676CHKCVOR,Pot,Jar,High
138,AKLKDS34ZAGML,Pot,Jar,Medium
139,A3FIQ72HYZBNWC,Pot,Jar,Medium High
140,A1V5ETMSSAICW1,Saucer,Ashtray,Medium Low
141,ACLKZFL7JKOYG,Saucer,Ashtray,High
142,A3FIQ72HYZBNWC,Saucer,Ashtray,Very High
143,A14MCHQB6Z8MVT,Saucer,Ashtray,Medium Low
144,A3UEM5PCYERMXX,Saucer,Ashtray,Medium High
145,A3UEM5PCYERMXX,Plate,Vase,Low
146,A1LG8QD78XR5OS,Plate,Vase,Low
147,ATT3WMHDZNE0F,Plate,Vase,Low
148,A14MCHQB6Z8MVT,Plate,Vase,Medium Low
149,AKLKDS34ZAGML,Plate,Vase,Low
150,ATT3WMHDZNE0F,Ashtray,Plate,Medium Low
151,A1LW9X1B88MB1C,Ashtray,Plate,Medium High
152,A3FIQ72HYZBNWC,Ashtray,Plate,Low
153,A19Q676CHKCVOR,Ashtray,Plate,Medium
154,AKLKDS34ZAGML,Ashtray,Plate,Medium
155,A1C4LNTWGUOD4P,Pan,Lid,Low
156,AKLKDS34ZAGML,Pan,Lid,Medium High
157,A3FIQ72HYZBNWC,Pan,Lid,Medium
158,A3UEM5PCYERMXX,Pan,Lid,Low
159,A14MCHQB6Z8MVT,Pan,Lid,Very Low
160,A3UEM5PCYERMXX,Lid,Umbrella,Low
161,A1V5ETMSSAICW1,Lid,Umbrella,Low
162,A14MCHQB6Z8MVT,Lid,Umbrella,Very Low
163,AKLKDS34ZAGML,Lid,Umbrella,Very Low
164,A3FIQ72HYZBNWC,Lid,Umbrella,Very Low
165,A167GKZSRIYRC1,Can,Cup,Medium
166,A3UEM5PCYERMXX,Can,Cup,Medium High
167,A1LG8QD78XR5OS,Can,Cup,High
168,AKLKDS34ZAGML,Can,Cup,Medium
169,A19Q676CHKCVOR,Can,Cup,High
170,A1LG8QD78XR5OS,Can opener,Nail,Very Low
171,AKLKDS34ZAGML,Can opener,Nail,Low
172,A19Q676CHKCVOR,Can opener,Nail,Low
173,A14MCHQB6Z8MVT,Can opener,Nail,Medium Low
174,A1C4LNTWGUOD4P,Can opener,Nail,Medium
175,A3FIQ72HYZBNWC,Hammer,Weights,Medium Low
176,AKLKDS34ZAGML,Hammer,Weights,Medium
177,A19Q676CHKCVOR,Hammer,Weights,Very Low
178,ATT3WMHDZNE0F,Hammer,Weights,Medium
179,A1V5ETMSSAICW1,Hammer,Weights,Medium
180,AKLKDS34ZAGML,Nail,Hammer,Medium Low
181,A1LG8QD78XR5OS,Nail,Hammer,Very Low
182,A15SJZQBR8I3B3,Nail,Hammer,Very Low
183,A3UEM5PCYERMXX,Nail,Hammer,Low
184,A3FIQ72HYZBNWC,Nail,Hammer,Medium
185,A23IE43UEEETXO,Bottle,Bucket,Medium
186,AKLKDS34ZAGML,Bottle,Bucket,Medium Low
187,A3UEM5PCYERMXX,Bottle,Bucket,Very Low
188,A9JPMRRBFO4NL,Bottle,Bucket,Medium
189,A14MCHQB6Z8MVT,Bottle,Bucket,Low
190,A38O2DVYPB632V,Bottle,Bucket,Medium
191,A1LG8QD78XR5OS,Bottle,Bucket,Low
192,AJ9O2ZA0E8UDZ,Bottle,Bucket,Very Low
193,A19Q676CHKCVOR,Bottle,Bucket,Medium Low
194,A3FIQ72HYZBNWC,Sheet of Paper,PaperTowel,Medium High
195,A1LG8QD78XR5OS,Sheet of Paper,PaperTowel,High
196,A19Q676CHKCVOR,Sheet of Paper,PaperTowel,Medium
197,AKLKDS34ZAGML,Sheet of Paper,PaperTowel,Medium Low
198,A167GKZSRIYRC1,Sheet of Paper,PaperTowel,High
199,A1LG8QD78XR5OS,Blanket,Towel,Medium
200,A1LW9X1B88MB1C,Blanket,Towel,High
201,AKLKDS34ZAGML,Blanket,Towel,Medium High
202,A1C4LNTWGUOD4P,Blanket,Towel,Medium High
203,A3UEM5PCYERMXX,Blanket,Towel,High
204,A3UEM5PCYERMXX,Sofa Cover,Pillow case,Low
205,A1LG8QD78XR5OS,Sofa Cover,Pillow case,Low
206,A3FIQ72HYZBNWC,Sofa Cover,Pillow case,Medium Low
207,ACLKZFL7JKOYG,Sofa Cover,Pillow case,Medium High
208,AKLKDS34ZAGML,Sofa Cover,Pillow case,Medium
209,A2P7GS077JVDJK,Sheet,Rug,Low
210,A167GKZSRIYRC1,Sheet,Rug,Medium Low
211,AKLKDS34ZAGML,Sheet,Rug,Low
212,A1LG8QD78XR5OS,Sheet,Rug,Medium Low
213,A3FIQ72HYZBNWC,Sheet,Rug,Medium High
214,A1V5ETMSSAICW1,Rug,Kitchen Towel,Medium
215,A3UEM5PCYERMXX,Rug,Kitchen Towel,Medium High
216,A3FIQ72HYZBNWC,Rug,Kitchen Towel,Medium
217,AKLKDS34ZAGML,Rug,Kitchen Towel,Medium Low
218,A1LW9X1B88MB1C,Rug,Kitchen Towel,Medium
219,A1C4LNTWGUOD4P,Doormat,Curtain,Medium
220,A3FIQ72HYZBNWC,Doormat,Curtain,Medium
221,AKLKDS34ZAGML,Doormat,Curtain,Low
222,A3UEM5PCYERMXX,Doormat,Curtain,Very Low
223,A15SJZQBR8I3B3,Doormat,Curtain,Very Low
224,A1LG8QD78XR5OS,Curtain,Pillow case,Medium
225,A3FIQ72HYZBNWC,Curtain,Pillow case,Medium Low
226,A3UEM5PCYERMXX,Curtain,Pillow case,Low
227,A1C4LNTWGUOD4P,Curtain,Pillow case,Medium
228,AKLKDS34ZAGML,Curtain,Pillow case,Medium
229,A2P7GS077JVDJK,Clothesline,Broom,Very Low
230,A1C4LNTWGUOD4P,Clothesline,Broom,Medium High
231,A3FIQ72HYZBNWC,Clothesline,Broom,Medium
232,A19Q676CHKCVOR,Clothesline,Broom,Very Low
233,AKLKDS34ZAGML,Clothesline,Broom,Low
234,A14MCHQB6Z8MVT,Candle Holder,Flowerpot,Medium
235,A3FIQ72HYZBNWC,Candle Holder,Flowerpot,Medium
236,AKLKDS34ZAGML,Candle Holder,Flowerpot,Medium Low
237,ATT3WMHDZNE0F,Candle Holder,Flowerpot,Very Low
238,A3UEM5PCYERMXX,Candle Holder,Flowerpot,Medium
239,A1LG8QD78XR5OS,Matchbox,Book,Low
240,ATT3WMHDZNE0F,Matchbox,Book,Very Low
241,A3UEM5PCYERMXX,Matchbox,Book,Low
242,A19Q676CHKCVOR,Matchbox,Book,Low
243,AKLKDS34ZAGML,Matchbox,Book,Low
244,A1LG8QD78XR5OS,Jar,Pot,Low
245,AJ9O2ZA0E8UDZ,Jar,Pot,Medium High
246,A312HQ3OU0EYTB,Jar,Pot,Medium Low
247,A26KLP2RK19RR3,Jar,Pot,Medium Low
248,AKLKDS34ZAGML,Jar,Pot,Medium Low
249,AUUQDYF0LERY6,Jar,Pot,Medium Low
250,A9JPMRRBFO4NL,Jar,Pot,Very Low
251,A2P7GS077JVDJK,Jar,Pot,Medium
252,A38O2DVYPB632V,Jar,Pot,High
253,A3UEM5PCYERMXX,Container,Cup,High
254,ACLKZFL7JKOYG,Container,Cup,Medium
255,AKLKDS34ZAGML,Container,Cup,Medium
256,A1C4LNTWGUOD4P,Container,Cup,Medium
257,A3FIQ72HYZBNWC,Container,Cup,Medium Low
