,workerid,object1,object2,similarity
105,A3FIQ72HYZBNWC,Pillow case,Curtain,3
106,A19Q676CHKCVOR,Pillow case,Curtain,3
107,A1V5ETMSSAICW1,Pillow case,Curtain,3
108,A3UEM5PCYERMXX,Pillow case,Curtain,1
109,AKLKDS34ZAGML,Pillow case,Curtain,3
110,A1C4LNTWGUOD4P,Towel,Kitchen Towel,6
111,A3FIQ72HYZBNWC,Towel,Kitchen Towel,3
112,A1LW9X1B88MB1C,Towel,Kitchen Towel,4
113,AKLKDS34ZAGML,Towel,Kitchen Towel,5
114,A1LG8QD78XR5OS,Towel,Kitchen Towel,7
115,A3FIQ72HYZBNWC,Kitchen Towel,Bathroom Towel,4
116,A3UEM5PCYERMXX,Kitchen Towel,Bathroom Towel,7
117,A19Q676CHKCVOR,Kitchen Towel,Bathroom Towel,5
118,A1C4LNTWGUOD4P,Kitchen Towel,Bathroom Towel,5
119,AKLKDS34ZAGML,Kitchen Towel,Bathroom Towel,6
120,A1LG8QD78XR5OS,Bathroom Towel,Doormat,4
121,A3UEM5PCYERMXX,Bathroom Towel,Doormat,3
122,A1V5ETMSSAICW1,Bathroom Towel,Doormat,3
123,AKLKDS34ZAGML,Bathroom Towel,Doormat,2
124,A3FIQ72HYZBNWC,Bathroom Towel,Doormat,7
125,A3FIQ72HYZBNWC,Scales,Lid,6
126,A19Q676CHKCVOR,Scales,Lid,1
127,A1C4LNTWGUOD4P,Scales,Lid,2
128,AKLKDS34ZAGML,Scales,Lid,2
129,A1V5ETMSSAICW1,Scales,Lid,1
130,AKLKDS34ZAGML,Flowerpot,Cup,4
131,A3UEM5PCYERMXX,Flowerpot,Cup,5
132,A1LG8QD78XR5OS,Flowerpot,Cup,6
133,A1LW9X1B88MB1C,Flowerpot,Cup,5
134,A3FIQ72HYZBNWC,Flowerpot,Cup,3
135,A1V5ETMSSAICW1,Pot,Jar,6
136,A3UEM5PCYERMXX,Pot,Jar,6
137,A19Q676CHKCVOR,Pot,Jar,6
138,AKLKDS34ZAGML,Pot,Jar,4
139,A3FIQ72HYZBNWC,Pot,Jar,5
140,A1V5ETMSSAICW1,Saucer,Ashtray,3
141,ACLKZFL7JKOYG,Saucer,Ashtray,6
142,A3FIQ72HYZBNWC,Saucer,Ashtray,7
143,A14MCHQB6Z8MVT,Saucer,Ashtray,3
144,A3UEM5PCYERMXX,Saucer,Ashtray,5
145,A3UEM5PCYERMXX,Plate,Vase,2
146,A1LG8QD78XR5OS,Plate,Vase,2
147,ATT3WMHDZNE0F,Plate,Vase,2
148,A14MCHQB6Z8MVT,Plate,Vase,3
149,AKLKDS34ZAGML,Plate,Vase,2
150,ATT3WMHDZNE0F,Ashtray,Plate,3
151,A1LW9X1B88MB1C,Ashtray,Plate,5
152,A3FIQ72HYZBNWC,Ashtray,Plate,2
153,A19Q676CHKCVOR,Ashtray,Plate,4
154,AKLKDS34ZAGML,Ashtray,Plate,4
155,A1C4LNTWGUOD4P,Pan,Lid,2
156,AKLKDS34ZAGML,Pan,Lid,5
157,A3FIQ72HYZBNWC,Pan,Lid,4
158,A3UEM5PCYERMXX,Pan,Lid,2
159,A14MCHQB6Z8MVT,Pan,Lid,1
160,A3UEM5PCYERMXX,Lid,Umbrella,2
161,A1V5ETMSSAICW1,Lid,Umbrella,2
162,A14MCHQB6Z8MVT,Lid,Umbrella,1
163,AKLKDS34ZAGML,Lid,Umbrella,1
164,A3FIQ72HYZBNWC,Lid,Umbrella,1
165,A167GKZSRIYRC1,Can,Cup,4
166,A3UEM5PCYERMXX,Can,Cup,5
167,A1LG8QD78XR5OS,Can,Cup,6
168,AKLKDS34ZAGML,Can,Cup,4
169,A19Q676CHKCVOR,Can,Cup,6
170,A1LG8QD78XR5OS,Can opener,Nail,1
171,AKLKDS34ZAGML,Can opener,Nail,2
172,A19Q676CHKCVOR,Can opener,Nail,2
173,A14MCHQB6Z8MVT,Can opener,Nail,3
174,A1C4LNTWGUOD4P,Can opener,Nail,4
175,A3FIQ72HYZBNWC,Hammer,Weights,3
176,AKLKDS34ZAGML,Hammer,Weights,4
177,A19Q676CHKCVOR,Hammer,Weights,1
178,ATT3WMHDZNE0F,Hammer,Weights,4
179,A1V5ETMSSAICW1,Hammer,Weights,4
180,AKLKDS34ZAGML,Nail,Hammer,3
181,A1LG8QD78XR5OS,Nail,Hammer,1
182,A15SJZQBR8I3B3,Nail,Hammer,1
183,A3UEM5PCYERMXX,Nail,Hammer,2
184,A3FIQ72HYZBNWC,Nail,Hammer,4
185,A23IE43UEEETXO,Bottle,Bucket,4
186,AKLKDS34ZAGML,Bottle,Bucket,3
187,A3UEM5PCYERMXX,Bottle,Bucket,1
188,A9JPMRRBFO4NL,Bottle,Bucket,4
189,A14MCHQB6Z8MVT,Bottle,Bucket,2
190,A38O2DVYPB632V,Bottle,Bucket,4
191,A1LG8QD78XR5OS,Bottle,Bucket,2
192,AJ9O2ZA0E8UDZ,Bottle,Bucket,1
193,A19Q676CHKCVOR,Bottle,Bucket,3
194,A3FIQ72HYZBNWC,Sheet of Paper,PaperTowel,5
195,A1LG8QD78XR5OS,Sheet of Paper,PaperTowel,6
196,A19Q676CHKCVOR,Sheet of Paper,PaperTowel,4
197,AKLKDS34ZAGML,Sheet of Paper,PaperTowel,3
198,A167GKZSRIYRC1,Sheet of Paper,PaperTowel,6
199,A1LG8QD78XR5OS,Blanket,Towel,4
200,A1LW9X1B88MB1C,Blanket,Towel,6
201,AKLKDS34ZAGML,Blanket,Towel,5
202,A1C4LNTWGUOD4P,Blanket,Towel,5
203,A3UEM5PCYERMXX,Blanket,Towel,6
204,A3UEM5PCYERMXX,Sofa Cover,Pillow case,2
205,A1LG8QD78XR5OS,Sofa Cover,Pillow case,2
206,A3FIQ72HYZBNWC,Sofa Cover,Pillow case,3
207,ACLKZFL7JKOYG,Sofa Cover,Pillow case,5
208,AKLKDS34ZAGML,Sofa Cover,Pillow case,4
209,A2P7GS077JVDJK,Sheet,Rug,2
210,A167GKZSRIYRC1,Sheet,Rug,3
211,AKLKDS34ZAGML,Sheet,Rug,2
212,A1LG8QD78XR5OS,Sheet,Rug,3
213,A3FIQ72HYZBNWC,Sheet,Rug,5
214,A1V5ETMSSAICW1,Rug,Kitchen Towel,4
215,A3UEM5PCYERMXX,Rug,Kitchen Towel,5
216,A3FIQ72HYZBNWC,Rug,Kitchen Towel,4
217,AKLKDS34ZAGML,Rug,Kitchen Towel,3
218,A1LW9X1B88MB1C,Rug,Kitchen Towel,4
219,A1C4LNTWGUOD4P,Doormat,Curtain,4
220,A3FIQ72HYZBNWC,Doormat,Curtain,4
221,AKLKDS34ZAGML,Doormat,Curtain,2
222,A3UEM5PCYERMXX,Doormat,Curtain,1
223,A15SJZQBR8I3B3,Doormat,Curtain,1
224,A1LG8QD78XR5OS,Curtain,Pillow case,4
225,A3FIQ72HYZBNWC,Curtain,Pillow case,3
226,A3UEM5PCYERMXX,Curtain,Pillow case,2
227,A1C4LNTWGUOD4P,Curtain,Pillow case,4
228,AKLKDS34ZAGML,Curtain,Pillow case,4
229,A2P7GS077JVDJK,Clothesline,Broom,1
230,A1C4LNTWGUOD4P,Clothesline,Broom,5
231,A3FIQ72HYZBNWC,Clothesline,Broom,4
232,A19Q676CHKCVOR,Clothesline,Broom,1
233,AKLKDS34ZAGML,Clothesline,Broom,2
234,A14MCHQB6Z8MVT,Candle Holder,Flowerpot,4
235,A3FIQ72HYZBNWC,Candle Holder,Flowerpot,4
236,AKLKDS34ZAGML,Candle Holder,Flowerpot,3
237,ATT3WMHDZNE0F,Candle Holder,Flowerpot,1
238,A3UEM5PCYERMXX,Candle Holder,Flowerpot,4
239,A1LG8QD78XR5OS,Matchbox,Book,2
240,ATT3WMHDZNE0F,Matchbox,Book,1
241,A3UEM5PCYERMXX,Matchbox,Book,2
242,A19Q676CHKCVOR,Matchbox,Book,2
243,AKLKDS34ZAGML,Matchbox,Book,2
244,A1LG8QD78XR5OS,Jar,Pot,2
245,AJ9O2ZA0E8UDZ,Jar,Pot,5
246,A312HQ3OU0EYTB,Jar,Pot,3
247,A26KLP2RK19RR3,Jar,Pot,3
248,AKLKDS34ZAGML,Jar,Pot,3
249,AUUQDYF0LERY6,Jar,Pot,3
250,A9JPMRRBFO4NL,Jar,Pot,1
251,A2P7GS077JVDJK,Jar,Pot,4
252,A38O2DVYPB632V,Jar,Pot,6
253,A3UEM5PCYERMXX,Container,Cup,6
254,ACLKZFL7JKOYG,Container,Cup,4
255,AKLKDS34ZAGML,Container,Cup,4
256,A1C4LNTWGUOD4P,Container,Cup,4
257,A3FIQ72HYZBNWC,Container,Cup,3
