,workerid,object1,object2,similarity
135,A3FIQ72HYZBNWC,Flowerpot,Cup,Medium Low
136,A1V5ETMSSAICW1,Pot,Jar,High
137,A3UEM5PCYERMXX,Pot,Jar,High
138,A19Q676CHKCVOR,Pot,Jar,High
139,AKLKDS34ZAGML,Pot,Jar,Medium
140,A3FIQ72HYZBNWC,Pot,Jar,Medium High
141,A1V5ETMSSAICW1,Saucer,Ashtray,Medium Low
142,ACLKZFL7JKOYG,Saucer,Ashtray,High
143,A3FIQ72HYZBNWC,Saucer,Ashtray,Very High
144,A14MCHQB6Z8MVT,Saucer,Ashtray,Medium Low
145,A3UEM5PCYERMXX,Saucer,Ashtray,Medium High
146,A3UEM5PCYERMXX,Plate,Vase,Low
147,A1LG8QD78XR5OS,Plate,Vase,Low
148,ATT3WMHDZNE0F,Plate,Vase,Low
149,A14MCHQB6Z8MVT,Plate,Vase,Medium Low
150,AKLKDS34ZAGML,Plate,Vase,Low
151,ATT3WMHDZNE0F,Ashtray,Plate,Medium Low
152,A1LW9X1B88MB1C,Ashtray,Plate,Medium High
153,A3FIQ72HYZBNWC,Ashtray,Plate,Low
154,A19Q676CHKCVOR,Ashtray,Plate,Medium
155,AKLKDS34ZAGML,Ashtray,Plate,Medium
156,A1C4LNTWGUOD4P,Pan,Lid,Low
157,AKLKDS34ZAGML,Pan,Lid,Medium High
158,A3FIQ72HYZBNWC,Pan,Lid,Medium
159,A3UEM5PCYERMXX,Pan,Lid,Low
160,A14MCHQB6Z8MVT,Pan,Lid,Very Low
161,A3UEM5PCYERMXX,Lid,Umbrella,Low
162,A1V5ETMSSAICW1,Lid,Umbrella,Low
163,A14MCHQB6Z8MVT,Lid,Umbrella,Very Low
164,AKLKDS34ZAGML,Lid,Umbrella,Very Low
165,A3FIQ72HYZBNWC,Lid,Umbrella,Very Low
166,A167GKZSRIYRC1,Can,Cup,Medium
167,A3UEM5PCYERMXX,Can,Cup,Medium High
168,A1LG8QD78XR5OS,Can,Cup,High
169,AKLKDS34ZAGML,Can,Cup,Medium
170,A19Q676CHKCVOR,Can,Cup,High
171,A1LG8QD78XR5OS,Can opener,Nail,Very Low
172,AKLKDS34ZAGML,Can opener,Nail,Low
173,A19Q676CHKCVOR,Can opener,Nail,Low
174,A14MCHQB6Z8MVT,Can opener,Nail,Medium Low
175,A1C4LNTWGUOD4P,Can opener,Nail,Medium
176,A3FIQ72HYZBNWC,Hammer,Weights,Medium Low
177,AKLKDS34ZAGML,Hammer,Weights,Medium
178,A19Q676CHKCVOR,Hammer,Weights,Very Low
179,ATT3WMHDZNE0F,Hammer,Weights,Medium
180,A1V5ETMSSAICW1,Hammer,Weights,Medium
181,AKLKDS34ZAGML,Nail,Hammer,Medium Low
182,A1LG8QD78XR5OS,Nail,Hammer,Very Low
183,A15SJZQBR8I3B3,Nail,Hammer,Very Low
184,A3UEM5PCYERMXX,Nail,Hammer,Low
185,A3FIQ72HYZBNWC,Nail,Hammer,Medium
186,A23IE43UEEETXO,Bottle,Bucket,Medium
187,AKLKDS34ZAGML,Bottle,Bucket,Medium Low
189,A9JPMRRBFO4NL,Bottle,Bucket,Medium
191,A38O2DVYPB632V,Bottle,Bucket,Medium
194,A19Q676CHKCVOR,Bottle,Bucket,Medium Low
195,A3FIQ72HYZBNWC,Sheet of Paper,PaperTowel,Medium High
196,A1LG8QD78XR5OS,Sheet of Paper,PaperTowel,High
197,A19Q676CHKCVOR,Sheet of Paper,PaperTowel,Medium
198,AKLKDS34ZAGML,Sheet of Paper,PaperTowel,Medium Low
199,A167GKZSRIYRC1,Sheet of Paper,PaperTowel,High
200,A1LG8QD78XR5OS,Blanket,Towel,Medium
201,A1LW9X1B88MB1C,Blanket,Towel,High
202,AKLKDS34ZAGML,Blanket,Towel,Medium High
203,A1C4LNTWGUOD4P,Blanket,Towel,Medium High
204,A3UEM5PCYERMXX,Blanket,Towel,High
205,A3UEM5PCYERMXX,Sofa Cover,Pillow case,Low
206,A1LG8QD78XR5OS,Sofa Cover,Pillow case,Low
207,A3FIQ72HYZBNWC,Sofa Cover,Pillow case,Medium Low
208,ACLKZFL7JKOYG,Sofa Cover,Pillow case,Medium High
209,AKLKDS34ZAGML,Sofa Cover,Pillow case,Medium
210,A2P7GS077JVDJK,Sheet,Rug,Low
211,A167GKZSRIYRC1,Sheet,Rug,Medium Low
212,AKLKDS34ZAGML,Sheet,Rug,Low
213,A1LG8QD78XR5OS,Sheet,Rug,Medium Low
214,A3FIQ72HYZBNWC,Sheet,Rug,Medium High
215,A1V5ETMSSAICW1,Rug,Kitchen Towel,Medium
216,A3UEM5PCYERMXX,Rug,Kitchen Towel,Medium High
217,A3FIQ72HYZBNWC,Rug,Kitchen Towel,Medium
218,AKLKDS34ZAGML,Rug,Kitchen Towel,Medium Low
219,A1LW9X1B88MB1C,Rug,Kitchen Towel,Medium
220,A1C4LNTWGUOD4P,Doormat,Curtain,Medium
221,A3FIQ72HYZBNWC,Doormat,Curtain,Medium
222,AKLKDS34ZAGML,Doormat,Curtain,Low
223,A3UEM5PCYERMXX,Doormat,Curtain,Very Low
224,A15SJZQBR8I3B3,Doormat,Curtain,Very Low
225,A1LG8QD78XR5OS,Curtain,Pillow case,Medium
226,A3FIQ72HYZBNWC,Curtain,Pillow case,Medium Low
227,A3UEM5PCYERMXX,Curtain,Pillow case,Low
228,A1C4LNTWGUOD4P,Curtain,Pillow case,Medium
229,AKLKDS34ZAGML,Curtain,Pillow case,Medium
230,A2P7GS077JVDJK,Clothesline,Broom,Very Low
231,A1C4LNTWGUOD4P,Clothesline,Broom,Medium High
232,A3FIQ72HYZBNWC,Clothesline,Broom,Medium
233,A19Q676CHKCVOR,Clothesline,Broom,Very Low
234,AKLKDS34ZAGML,Clothesline,Broom,Low
235,A14MCHQB6Z8MVT,Candle Holder,Flowerpot,Medium
236,A3FIQ72HYZBNWC,Candle Holder,Flowerpot,Medium
237,AKLKDS34ZAGML,Candle Holder,Flowerpot,Medium Low
238,ATT3WMHDZNE0F,Candle Holder,Flowerpot,Very Low
239,A3UEM5PCYERMXX,Candle Holder,Flowerpot,Medium
240,A1LG8QD78XR5OS,Matchbox,Book,Low
241,ATT3WMHDZNE0F,Matchbox,Book,Very Low
242,A3UEM5PCYERMXX,Matchbox,Book,Low
243,A19Q676CHKCVOR,Matchbox,Book,Low
244,AKLKDS34ZAGML,Matchbox,Book,Low
246,AJ9O2ZA0E8UDZ,Jar,Pot,Medium High
247,A312HQ3OU0EYTB,Jar,Pot,Medium Low
251,A9JPMRRBFO4NL,Jar,Pot,Very Low
252,A2P7GS077JVDJK,Jar,Pot,Medium
253,A38O2DVYPB632V,Jar,Pot,High
254,A3UEM5PCYERMXX,Container,Cup,High
255,ACLKZFL7JKOYG,Container,Cup,Medium
256,AKLKDS34ZAGML,Container,Cup,Medium
257,A1C4LNTWGUOD4P,Container,Cup,Medium
258,A3FIQ72HYZBNWC,Container,Cup,Medium Low
